#2013 ACS data (B25040),,,,,,,,,,,,,,,,,,,,
Community Name,Borough/Census Area,Total,Error Total,Utility Gas,Error Utility gas,LP,Error LP,Electricity,Error Electricity,Fuel Oil,Error Fuel Oil,Coal,Error Coal,Wood,Error Wood,Solar,Error Solar,Other,Error Other,No fuel used
Newtok,Bethel Census Area,1,0.0344194585,0.0059660395,0.0048187242,0.0011473153,0.0018357045,0.0176686553,0.0103258375,0.8558972006,0.0318953648,0.0002294631,0.0004589261,0.1165672327,0.016291877,0,0.0034419458,0.0025240936,0.0011473153,0
Nightmute,Bethel Census Area,1,0.0344194585,0.0059660395,0.0048187242,0.0011473153,0.0018357045,0.0176686553,0.0103258375,0.8558972006,0.0318953648,0.0002294631,0.0004589261,0.1165672327,0.016291877,0,0.0034419458,0.0025240936,0.0011473153,0
Nikiski,Kenai Peninsula Borough,1,0.0202578269,0.4618324125,0.0198434622,0.0424953959,0.0056629834,0.0637200737,0.0080570902,0.3044198895,0.0160220994,0.0032228361,0.0014732965,0.1175414365,0.013305709,0,0.0010128913,0.0049723757,0.0022559853,0.0017955801
Nikolaevsk,Kenai Peninsula Borough,1,0.0202578269,0.4618324125,0.0198434622,0.0424953959,0.0056629834,0.0637200737,0.0080570902,0.3044198895,0.0160220994,0.0032228361,0.0014732965,0.1175414365,0.013305709,0,0.0010128913,0.0049723757,0.0022559853,0.0017955801
Nikolai,Yukon-Koyukuk Census Area,1,0.0398832685,0.0048638132,0.0058365759,0.0009727626,0.001459144,0.0087548638,0.0058365759,0.5102140078,0.0267509728,0.0077821012,0.0053501946,0.4630350195,0.031614786,0.0009727626,0.001459144,0.001459144,0.0019455253,0.0019455253
Nikolski,Aleutians West Census Area,1,0.0968054211,0.0193610842,0.0145208132,0.013552759,0.0096805421,0.0387221684,0.01839303,0.8741529526,0.0880929332,0,0.0125847047,0.0145208132,0.0096805421,0,0.0125847047,0.0377541142,0.0174249758,0.0019361084
Ninilchik,Kenai Peninsula Borough,1,0.0202578269,0.4618324125,0.0198434622,0.0424953959,0.0056629834,0.0637200737,0.0080570902,0.3044198895,0.0160220994,0.0032228361,0.0014732965,0.1175414365,0.013305709,0,0.0010128913,0.0049723757,0.0022559853,0.0017955801
Noatak,Northwest Arctic Borough,1,0.0382932166,0.0185995624,0.010940919,0.0016411379,0.0032822757,0.0251641138,0.0098468271,0.851750547,0.0399343545,0,0.0071115974,0.0596280088,0.0120350109,0.0010940919,0.0016411379,0.0421225383,0.0169584245,0
Nome,Nome Census Area,1,0.0368251698,0.0128709331,0.0075080443,0.0035752592,0.0035752592,0.0278870218,0.0132284591,0.9138362531,0.0350375402,0,0.004647837,0.040757955,0.0107257776,0,0.004647837,0.0010725778,0.0014301037,0
Nondalton,Lake and Peninsula Borough,1,0.1161417323,0,0.0177165354,0,0.0177165354,0.0118110236,0.0118110236,0.8661417323,0.1122047244,0,0.0177165354,0.1141732283,0.031496063,0,0.0177165354,0.0078740157,0.0078740157,0
Noorvik,Northwest Arctic Borough,1,0.0382932166,0.0185995624,0.010940919,0.0016411379,0.0032822757,0.0251641138,0.0098468271,0.851750547,0.0399343545,0,0.0071115974,0.0596280088,0.0120350109,0.0010940919,0.0016411379,0.0421225383,0.0169584245,0
North Lakes,Matanuska-Susitna Borough,1,0.0133984513,0.6988722167,0.0156797224,0.0121774893,0.0032451884,0.0578350416,0.0076149471,0.1487645793,0.0091250843,0.0025061851,0.0012530926,0.0738360698,0.0068759438,0,0.0007068727,0.0042412364,0.0020242265,0.0017671818
North Pole,Fairbanks North Star Borough,1,0.0178992919,0.0543160616,0.0081488142,0.0139934809,0.0043835001,0.0694335169,0.009385186,0.7566595482,0.0226480836,0.0169439137,0.0050297853,0.0701079015,0.0103405642,0.0003652917,0.0006181859,0.0141620771,0.0043835001,0.0040182084
North Slope Borough,North Slope Borough,1,0.083919598,0.6658291457,0.0547738693,0.0005025126,0.0015075377,0.027638191,0.0165829146,0.3035175879,0.0467336683,0,0.0065326633,0,0.0065326633,0,0.0065326633,0.0025125628,0.0020100503,0
Northway,Southeast Fairbanks Census Area,1,0.0657781599,0.035683577,0.0227858985,0.0047291488,0.0073086844,0.0494411006,0.024505589,0.5352536543,0.056749785,0.0030094583,0.0042992261,0.3632846088,0.049011178,0.0004299226,0.0008598452,0.0021496131,0.0038693035,0.0060189166
Northway Junction,Southeast Fairbanks Census Area,1,0.0657781599,0.035683577,0.0227858985,0.0047291488,0.0073086844,0.0494411006,0.024505589,0.5352536543,0.056749785,0.0030094583,0.0042992261,0.3632846088,0.049011178,0.0004299226,0.0008598452,0.0021496131,0.0038693035,0.0060189166
Northway Village,Southeast Fairbanks Census Area,1,0.0657781599,0.035683577,0.0227858985,0.0047291488,0.0073086844,0.0494411006,0.024505589,0.5352536543,0.056749785,0.0030094583,0.0042992261,0.3632846088,0.049011178,0.0004299226,0.0008598452,0.0021496131,0.0038693035,0.0060189166
Northwest Arctic Borough,Northwest Arctic Borough,1,0.0382932166,0.0185995624,0.010940919,0.0016411379,0.0032822757,0.0251641138,0.0098468271,0.851750547,0.0399343545,0,0.0071115974,0.0596280088,0.0120350109,0.0010940919,0.0016411379,0.0421225383,0.0169584245,0
Nuiqsut,North Slope Borough,1,0.083919598,0.6658291457,0.0547738693,0.0005025126,0.0015075377,0.027638191,0.0165829146,0.3035175879,0.0467336683,0,0.0065326633,0,0.0065326633,0,0.0065326633,0.0025125628,0.0020100503,0
Nulato,Yukon-Koyukuk Census Area,1,0.0398832685,0.0048638132,0.0058365759,0.0009727626,0.001459144,0.0087548638,0.0058365759,0.5102140078,0.0267509728,0.0077821012,0.0053501946,0.4630350195,0.031614786,0.0009727626,0.001459144,0.001459144,0.0019455253,0.0019455253
Nunam Iqua,Kusilvak Census Area,1,0.0355504587,0.0172018349,0.0103211009,0.0040137615,0.0040137615,0.0166284404,0.0086009174,0.7672018349,0.0361238532,0.001146789,0.0017201835,0.190940367,0.0206422018,0,0.0074541284,0.0028669725,0.0028669725,0
Nunapitchuk,Bethel Census Area,1,0.0344194585,0.0059660395,0.0048187242,0.0011473153,0.0018357045,0.0176686553,0.0103258375,0.8558972006,0.0318953648,0.0002294631,0.0004589261,0.1165672327,0.016291877,0,0.0034419458,0.0025240936,0.0011473153,0
Nunivak Island,Bethel Census Area,1,0.0344194585,0.0059660395,0.0048187242,0.0011473153,0.0018357045,0.0176686553,0.0103258375,0.8558972006,0.0318953648,0.0002294631,0.0004589261,0.1165672327,0.016291877,0,0.0034419458,0.0025240936,0.0011473153,0
Ohogamiut,Kusilvak Census Area,1,0.0355504587,0.0172018349,0.0103211009,0.0040137615,0.0040137615,0.0166284404,0.0086009174,0.7672018349,0.0361238532,0.001146789,0.0017201835,0.190940367,0.0206422018,0,0.0074541284,0.0028669725,0.0028669725,0
Old Harbor,Kodiak Island Borough,1,0.0399911131,0.0344367918,0.0153299267,0.0048878027,0.0046656299,0.0806487447,0.0277716063,0.8049322373,0.0499888914,0,0.0033325928,0.056431904,0.0204399022,0,0.0033325928,0.0171073095,0.0102199511,0.00155521
Oliktok,North Slope Borough,1,0.083919598,0.6658291457,0.0547738693,0.0005025126,0.0015075377,0.027638191,0.0165829146,0.3035175879,0.0467336683,0,0.0065326633,0,0.0065326633,0,0.0065326633,0.0025125628,0.0020100503,0
Olsonville,Dillingham Census Area,1,0.0455563854,0.0164301718,0.0126960418,0,0.0097087379,0.0126960418,0.0104555639,0.8528752801,0.0485436893,0,0.0097087379,0.1127707244,0.0238984317,0.002240478,0.0044809559,0.002987304,0.0052277819,0
Ophir,Yukon-Koyukuk Census Area,1,0.0398832685,0.0048638132,0.0058365759,0.0009727626,0.001459144,0.0087548638,0.0058365759,0.5102140078,0.0267509728,0.0077821012,0.0053501946,0.4630350195,0.031614786,0.0009727626,0.001459144,0.001459144,0.0019455253,0.0019455253
Oscarville,Bethel Census Area,1,0.0344194585,0.0059660395,0.0048187242,0.0011473153,0.0018357045,0.0176686553,0.0103258375,0.8558972006,0.0318953648,0.0002294631,0.0004589261,0.1165672327,0.016291877,0,0.0034419458,0.0025240936,0.0011473153,0
Ouzinkie,Kodiak Island Borough,1,0.0399911131,0.0344367918,0.0153299267,0.0048878027,0.0046656299,0.0806487447,0.0277716063,0.8049322373,0.0499888914,0,0.0033325928,0.056431904,0.0204399022,0,0.0033325928,0.0171073095,0.0102199511,0.00155521
Paimiut,Kusilvak Census Area,1,0.0355504587,0.0172018349,0.0103211009,0.0040137615,0.0040137615,0.0166284404,0.0086009174,0.7672018349,0.0361238532,0.001146789,0.0017201835,0.190940367,0.0206422018,0,0.0074541284,0.0028669725,0.0028669725,0
Palmer,Matanuska-Susitna Borough,1,0.0133984513,0.6988722167,0.0156797224,0.0121774893,0.0032451884,0.0578350416,0.0076149471,0.1487645793,0.0091250843,0.0025061851,0.0012530926,0.0738360698,0.0068759438,0,0.0007068727,0.0042412364,0.0020242265,0.0017671818
Pauloff Harbor,Aleutians East Borough,1,0.3977011494,0.0137931034,0.0229885057,0.0022988506,0.0114942529,0.0275862069,0.0252873563,0.9218390805,0.3563218391,0,0.0206896552,0.0298850575,0.0252873563,0,0.0206896552,0.0045977011,0.0068965517,0
Paxson,Valdez-Cordova Census Area,1,0.0481892523,0.0464369159,0.0181074766,0.0292056075,0.0204439252,0.0227803738,0.0143107477,0.6787383178,0.0514018692,0.003796729,0.0035046729,0.2129088785,0.0362149533,0,0.003796729,0.003796729,0.004088785,0.0023364486
Pedro Bay,Lake and Peninsula Borough,1,0.1161417323,0,0.0177165354,0,0.0177165354,0.0118110236,0.0118110236,0.8661417323,0.1122047244,0,0.0177165354,0.1141732283,0.031496063,0,0.0177165354,0.0078740157,0.0078740157,0
Pelican,Hoonah-Angoon Census Area,1,0.0720430108,0.0204301075,0.0129032258,0.0150537634,0.011827957,0.0139784946,0.011827957,0.6419354839,0.0709677419,0,0.0096774194,0.3032258065,0.0537634409,0.0043010753,0.0064516129,0.0010752688,0.0043010753,0
Pennock Island,Ketchikan Gateway Borough,1,0.0343720491,0.0209631728,0.0094428706,0.0343720491,0.0103871577,0.2513692162,0.0309726157,0.6039660057,0.0409820585,0,0.0028328612,0.0781869688,0.0207743154,0,0.0028328612,0.0107648725,0.0081208687,0.0003777148
Perryville,Lake and Peninsula Borough,1,0.1161417323,0,0.0177165354,0,0.0177165354,0.0118110236,0.0118110236,0.8661417323,0.1122047244,0,0.0177165354,0.1141732283,0.031496063,0,0.0177165354,0.0078740157,0.0078740157,0
Peters Creek,Anchorage Municipality,1,0.0076134895,0.821591514,0.0109307277,0.0085164626,0.0015683218,0.1346950802,0.007356855,0.0230971029,0.0036879325,0.0002186146,0.0002471295,0.0062067523,0.0017774314,0,0.0002091096,0.0031461486,0.0012356475,0.0025283248
Petersburg,Petersburg Census Area,1,0.0809494827,0.04686549,0.0298234936,0.0091296409,0.0073037127,0.2726719416,0.0499087036,0.5252586732,0.0681679854,0,0.0054777845,0.1424223981,0.0371272063,0,0.0054777845,0.0030432136,0.0030432136,0.0006086427
Petersburg Borough,Petersburg Census Area,1,0.0809494827,0.04686549,0.0298234936,0.0091296409,0.0073037127,0.2726719416,0.0499087036,0.5252586732,0.0681679854,0,0.0054777845,0.1424223981,0.0371272063,0,0.0054777845,0.0030432136,0.0030432136,0.0006086427
Petersville,Matanuska-Susitna Borough,1,0.0133984513,0.6988722167,0.0156797224,0.0121774893,0.0032451884,0.0578350416,0.0076149471,0.1487645793,0.0091250843,0.0025061851,0.0012530926,0.0738360698,0.0068759438,0,0.0007068727,0.0042412364,0.0020242265,0.0017671818
Pile Bay,Lake and Peninsula Borough,1,0.1161417323,0,0.0177165354,0,0.0177165354,0.0118110236,0.0118110236,0.8661417323,0.1122047244,0,0.0177165354,0.1141732283,0.031496063,0,0.0177165354,0.0078740157,0.0078740157,0
Pilot Point,Lake and Peninsula Borough,1,0.1161417323,0,0.0177165354,0,0.0177165354,0.0118110236,0.0118110236,0.8661417323,0.1122047244,0,0.0177165354,0.1141732283,0.031496063,0,0.0177165354,0.0078740157,0.0078740157,0
Pilot Station,Kusilvak Census Area,1,0.0355504587,0.0172018349,0.0103211009,0.0040137615,0.0040137615,0.0166284404,0.0086009174,0.7672018349,0.0361238532,0.001146789,0.0017201835,0.190940367,0.0206422018,0,0.0074541284,0.0028669725,0.0028669725,0
Pitkas Point,Kusilvak Census Area,1,0.0355504587,0.0172018349,0.0103211009,0.0040137615,0.0040137615,0.0166284404,0.0086009174,0.7672018349,0.0361238532,0.001146789,0.0017201835,0.190940367,0.0206422018,0,0.0074541284,0.0028669725,0.0028669725,0
Platinum,Bethel Census Area,1,0.0344194585,0.0059660395,0.0048187242,0.0011473153,0.0018357045,0.0176686553,0.0103258375,0.8558972006,0.0318953648,0.0002294631,0.0004589261,0.1165672327,0.016291877,0,0.0034419458,0.0025240936,0.0011473153,0
Pleasant Valley,Fairbanks North Star Borough,1,0.0178992919,0.0543160616,0.0081488142,0.0139934809,0.0043835001,0.0694335169,0.009385186,0.7566595482,0.0226480836,0.0169439137,0.0050297853,0.0701079015,0.0103405642,0.0003652917,0.0006181859,0.0141620771,0.0043835001,0.0040182084
Point Baker,Prince of Wales-Hyder Census Area,1,0.0428571429,0.00625,0.0040178571,0.0325892857,0.0116071429,0.1299107143,0.025,0.4830357143,0.0415178571,0.0008928571,0.0013392857,0.3424107143,0.0379464286,0,0.0058035714,0.0040178571,0.0026785714,0.0008928571
Point Hope,North Slope Borough,1,0.083919598,0.6658291457,0.0547738693,0.0005025126,0.0015075377,0.027638191,0.0165829146,0.3035175879,0.0467336683,0,0.0065326633,0,0.0065326633,0,0.0065326633,0.0025125628,0.0020100503,0
Point Lay,North Slope Borough,1,0.083919598,0.6658291457,0.0547738693,0.0005025126,0.0015075377,0.027638191,0.0165829146,0.3035175879,0.0467336683,0,0.0065326633,0,0.0065326633,0,0.0065326633,0.0025125628,0.0020100503,0
Point MacKenzie,Matanuska-Susitna Borough,1,0.0133984513,0.6988722167,0.0156797224,0.0121774893,0.0032451884,0.0578350416,0.0076149471,0.1487645793,0.0091250843,0.0025061851,0.0012530926,0.0738360698,0.0068759438,0,0.0007068727,0.0042412364,0.0020242265,0.0017671818
Point Possession,Kenai Peninsula Borough,1,0.0202578269,0.4618324125,0.0198434622,0.0424953959,0.0056629834,0.0637200737,0.0080570902,0.3044198895,0.0160220994,0.0032228361,0.0014732965,0.1175414365,0.013305709,0,0.0010128913,0.0049723757,0.0022559853,0.0017955801
Poorman,Yukon-Koyukuk Census Area,1,0.0398832685,0.0048638132,0.0058365759,0.0009727626,0.001459144,0.0087548638,0.0058365759,0.5102140078,0.0267509728,0.0077821012,0.0053501946,0.4630350195,0.031614786,0.0009727626,0.001459144,0.001459144,0.0019455253,0.0019455253
Pope-Vannoy Landing,Lake and Peninsula Borough,1,0.1161417323,0,0.0177165354,0,0.0177165354,0.0118110236,0.0118110236,0.8661417323,0.1122047244,0,0.0177165354,0.1141732283,0.031496063,0,0.0177165354,0.0078740157,0.0078740157,0
Port Alexander,Prince of Wales-Hyder Census Area,1,0.0428571429,0.00625,0.0040178571,0.0325892857,0.0116071429,0.1299107143,0.025,0.4830357143,0.0415178571,0.0008928571,0.0013392857,0.3424107143,0.0379464286,0,0.0058035714,0.0040178571,0.0026785714,0.0008928571
Port Alsworth,Lake and Peninsula Borough,1,0.1161417323,0,0.0177165354,0,0.0177165354,0.0118110236,0.0118110236,0.8661417323,0.1122047244,0,0.0177165354,0.1141732283,0.031496063,0,0.0177165354,0.0078740157,0.0078740157,0
Port Clarence,Nome Census Area,1,0.0368251698,0.0128709331,0.0075080443,0.0035752592,0.0035752592,0.0278870218,0.0132284591,0.9138362531,0.0350375402,0,0.004647837,0.040757955,0.0107257776,0,0.004647837,0.0010725778,0.0014301037,0
Port Graham,Kenai Peninsula Borough,1,0.0202578269,0.4618324125,0.0198434622,0.0424953959,0.0056629834,0.0637200737,0.0080570902,0.3044198895,0.0160220994,0.0032228361,0.0014732965,0.1175414365,0.013305709,0,0.0010128913,0.0049723757,0.0022559853,0.0017955801
Port Heiden,Lake and Peninsula Borough,1,0.1161417323,0,0.0177165354,0,0.0177165354,0.0118110236,0.0118110236,0.8661417323,0.1122047244,0,0.0177165354,0.1141732283,0.031496063,0,0.0177165354,0.0078740157,0.0078740157,0
Port Lions,Kodiak Island Borough,1,0.0399911131,0.0344367918,0.0153299267,0.0048878027,0.0046656299,0.0806487447,0.0277716063,0.8049322373,0.0499888914,0,0.0033325928,0.056431904,0.0204399022,0,0.0033325928,0.0171073095,0.0102199511,0.00155521
Port Moller,Aleutians East Borough,1,0.3977011494,0.0137931034,0.0229885057,0.0022988506,0.0114942529,0.0275862069,0.0252873563,0.9218390805,0.3563218391,0,0.0206896552,0.0298850575,0.0252873563,0,0.0206896552,0.0045977011,0.0068965517,0
Port Protection,Prince of Wales-Hyder Census Area,1,0.0428571429,0.00625,0.0040178571,0.0325892857,0.0116071429,0.1299107143,0.025,0.4830357143,0.0415178571,0.0008928571,0.0013392857,0.3424107143,0.0379464286,0,0.0058035714,0.0040178571,0.0026785714,0.0008928571
Port William,Kodiak Island Borough,1,0.0399911131,0.0344367918,0.0153299267,0.0048878027,0.0046656299,0.0806487447,0.0277716063,0.8049322373,0.0499888914,0,0.0033325928,0.056431904,0.0204399022,0,0.0033325928,0.0171073095,0.0102199511,0.00155521
Portage,Anchorage Municipality,1,0.0076134895,0.821591514,0.0109307277,0.0085164626,0.0015683218,0.1346950802,0.007356855,0.0230971029,0.0036879325,0.0002186146,0.0002471295,0.0062067523,0.0017774314,0,0.0002091096,0.0031461486,0.0012356475,0.0025283248
Portage Creek,Dillingham Census Area,1,0.0455563854,0.0164301718,0.0126960418,0,0.0097087379,0.0126960418,0.0104555639,0.8528752801,0.0485436893,0,0.0097087379,0.1127707244,0.0238984317,0.002240478,0.0044809559,0.002987304,0.0052277819,0
Portlock,Kenai Peninsula Borough,1,0.0202578269,0.4618324125,0.0198434622,0.0424953959,0.0056629834,0.0637200737,0.0080570902,0.3044198895,0.0160220994,0.0032228361,0.0014732965,0.1175414365,0.013305709,0,0.0010128913,0.0049723757,0.0022559853,0.0017955801
Primrose,Kenai Peninsula Borough,1,0.0202578269,0.4618324125,0.0198434622,0.0424953959,0.0056629834,0.0637200737,0.0080570902,0.3044198895,0.0160220994,0.0032228361,0.0014732965,0.1175414365,0.013305709,0,0.0010128913,0.0049723757,0.0022559853,0.0017955801
Prudhoe Bay,North Slope Borough,1,0.083919598,0.6658291457,0.0547738693,0.0005025126,0.0015075377,0.027638191,0.0165829146,0.3035175879,0.0467336683,0,0.0065326633,0,0.0065326633,0,0.0065326633,0.0025125628,0.0020100503,0
Ptarmigan Heights,Fairbanks North Star Borough,1,0.0178992919,0.0543160616,0.0081488142,0.0139934809,0.0043835001,0.0694335169,0.009385186,0.7566595482,0.0226480836,0.0169439137,0.0050297853,0.0701079015,0.0103405642,0.0003652917,0.0006181859,0.0141620771,0.0043835001,0.0040182084
Quinhagak,Bethel Census Area,1,0.0344194585,0.0059660395,0.0048187242,0.0011473153,0.0018357045,0.0176686553,0.0103258375,0.8558972006,0.0318953648,0.0002294631,0.0004589261,0.1165672327,0.016291877,0,0.0034419458,0.0025240936,0.0011473153,0
Rabbit Creek,Anchorage Municipality,1,0.0076134895,0.821591514,0.0109307277,0.0085164626,0.0015683218,0.1346950802,0.007356855,0.0230971029,0.0036879325,0.0002186146,0.0002471295,0.0062067523,0.0017774314,0,0.0002091096,0.0031461486,0.0012356475,0.0025283248
Rampart,Yukon-Koyukuk Census Area,1,0.0398832685,0.0048638132,0.0058365759,0.0009727626,0.001459144,0.0087548638,0.0058365759,0.5102140078,0.0267509728,0.0077821012,0.0053501946,0.4630350195,0.031614786,0.0009727626,0.001459144,0.001459144,0.0019455253,0.0019455253
Razdolna Village,Kenai Peninsula Borough,1,0.0202578269,0.4618324125,0.0198434622,0.0424953959,0.0056629834,0.0637200737,0.0080570902,0.3044198895,0.0160220994,0.0032228361,0.0014732965,0.1175414365,0.013305709,0,0.0010128913,0.0049723757,0.0022559853,0.0017955801
Red Devil,Bethel Census Area,1,0.0344194585,0.0059660395,0.0048187242,0.0011473153,0.0018357045,0.0176686553,0.0103258375,0.8558972006,0.0318953648,0.0002294631,0.0004589261,0.1165672327,0.016291877,0,0.0034419458,0.0025240936,0.0011473153,0
Red Dog Mine,Northwest Arctic Borough,1,0.0382932166,0.0185995624,0.010940919,0.0016411379,0.0032822757,0.0251641138,0.0098468271,0.851750547,0.0399343545,0,0.0071115974,0.0596280088,0.0120350109,0.0010940919,0.0016411379,0.0421225383,0.0169584245,0
Ridgeway,Kenai Peninsula Borough,1,0.0202578269,0.4618324125,0.0198434622,0.0424953959,0.0056629834,0.0637200737,0.0080570902,0.3044198895,0.0160220994,0.0032228361,0.0014732965,0.1175414365,0.013305709,0,0.0010128913,0.0049723757,0.0022559853,0.0017955801
Ruby,Yukon-Koyukuk Census Area,1,0.0398832685,0.0048638132,0.0058365759,0.0009727626,0.001459144,0.0087548638,0.0058365759,0.5102140078,0.0267509728,0.0077821012,0.0053501946,0.4630350195,0.031614786,0.0009727626,0.001459144,0.001459144,0.0019455253,0.0019455253
Russian Mission,Kusilvak Census Area,1,0.0355504587,0.0172018349,0.0103211009,0.0040137615,0.0040137615,0.0166284404,0.0086009174,0.7672018349,0.0361238532,0.001146789,0.0017201835,0.190940367,0.0206422018,0,0.0074541284,0.0028669725,0.0028669725,0
Saint George,Aleutians West Census Area,1,0.0968054211,0.0193610842,0.0145208132,0.013552759,0.0096805421,0.0387221684,0.01839303,0.8741529526,0.0880929332,0,0.0125847047,0.0145208132,0.0096805421,0,0.0125847047,0.0377541142,0.0174249758,0.0019361084
Saint Lawrence Island,Nome Census Area,1,0.0368251698,0.0128709331,0.0075080443,0.0035752592,0.0035752592,0.0278870218,0.0132284591,0.9138362531,0.0350375402,0,0.004647837,0.040757955,0.0107257776,0,0.004647837,0.0010725778,0.0014301037,0
Saint Mary's,Kusilvak Census Area,1,0.0355504587,0.0172018349,0.0103211009,0.0040137615,0.0040137615,0.0166284404,0.0086009174,0.7672018349,0.0361238532,0.001146789,0.0017201835,0.190940367,0.0206422018,0,0.0074541284,0.0028669725,0.0028669725,0
Saint Michael,Nome Census Area,1,0.0368251698,0.0128709331,0.0075080443,0.0035752592,0.0035752592,0.0278870218,0.0132284591,0.9138362531,0.0350375402,0,0.004647837,0.040757955,0.0107257776,0,0.004647837,0.0010725778,0.0014301037,0
Saint Paul,Aleutians West Census Area,1,0.0968054211,0.0193610842,0.0145208132,0.013552759,0.0096805421,0.0387221684,0.01839303,0.8741529526,0.0880929332,0,0.0125847047,0.0145208132,0.0096805421,0,0.0125847047,0.0377541142,0.0174249758,0.0019361084
Salamatof,Kenai Peninsula Borough,1,0.0202578269,0.4618324125,0.0198434622,0.0424953959,0.0056629834,0.0637200737,0.0080570902,0.3044198895,0.0160220994,0.0032228361,0.0014732965,0.1175414365,0.013305709,0,0.0010128913,0.0049723757,0.0022559853,0.0017955801
Salcha,Fairbanks North Star Borough,1,0.0178992919,0.0543160616,0.0081488142,0.0139934809,0.0043835001,0.0694335169,0.009385186,0.7566595482,0.0226480836,0.0169439137,0.0050297853,0.0701079015,0.0103405642,0.0003652917,0.0006181859,0.0141620771,0.0043835001,0.0040182084
Sanak,Aleutians East Borough,1,0.3977011494,0.0137931034,0.0229885057,0.0022988506,0.0114942529,0.0275862069,0.0252873563,0.9218390805,0.3563218391,0,0.0206896552,0.0298850575,0.0252873563,0,0.0206896552,0.0045977011,0.0068965517,0
Sand Point,Aleutians East Borough,1,0.3977011494,0.0137931034,0.0229885057,0.0022988506,0.0114942529,0.0275862069,0.0252873563,0.9218390805,0.3563218391,0,0.0206896552,0.0298850575,0.0252873563,0,0.0206896552,0.0045977011,0.0068965517,0
Savoonga,Nome Census Area,1,0.0368251698,0.0128709331,0.0075080443,0.0035752592,0.0035752592,0.0278870218,0.0132284591,0.9138362531,0.0350375402,0,0.004647837,0.040757955,0.0107257776,0,0.004647837,0.0010725778,0.0014301037,0
Saxman,Ketchikan Gateway Borough,1,0.0343720491,0.0209631728,0.0094428706,0.0343720491,0.0103871577,0.2513692162,0.0309726157,0.6039660057,0.0409820585,0,0.0028328612,0.0781869688,0.0207743154,0,0.0028328612,0.0107648725,0.0081208687,0.0003777148
Scammon Bay,Kusilvak Census Area,1,0.0355504587,0.0172018349,0.0103211009,0.0040137615,0.0040137615,0.0166284404,0.0086009174,0.7672018349,0.0361238532,0.001146789,0.0017201835,0.190940367,0.0206422018,0,0.0074541284,0.0028669725,0.0028669725,0
Selawik,Northwest Arctic Borough,1,0.0382932166,0.0185995624,0.010940919,0.0016411379,0.0032822757,0.0251641138,0.0098468271,0.851750547,0.0399343545,0,0.0071115974,0.0596280088,0.0120350109,0.0010940919,0.0016411379,0.0421225383,0.0169584245,0
Seldovia,Kenai Peninsula Borough,1,0.0202578269,0.4618324125,0.0198434622,0.0424953959,0.0056629834,0.0637200737,0.0080570902,0.3044198895,0.0160220994,0.0032228361,0.0014732965,0.1175414365,0.013305709,0,0.0010128913,0.0049723757,0.0022559853,0.0017955801
Seldovia Village,Kenai Peninsula Borough,1,0.0202578269,0.4618324125,0.0198434622,0.0424953959,0.0056629834,0.0637200737,0.0080570902,0.3044198895,0.0160220994,0.0032228361,0.0014732965,0.1175414365,0.013305709,0,0.0010128913,0.0049723757,0.0022559853,0.0017955801
Seward,Kenai Peninsula Borough,1,0.0202578269,0.4618324125,0.0198434622,0.0424953959,0.0056629834,0.0637200737,0.0080570902,0.3044198895,0.0160220994,0.0032228361,0.0014732965,0.1175414365,0.013305709,0,0.0010128913,0.0049723757,0.0022559853,0.0017955801
Shageluk,Yukon-Koyukuk Census Area,1,0.0398832685,0.0048638132,0.0058365759,0.0009727626,0.001459144,0.0087548638,0.0058365759,0.5102140078,0.0267509728,0.0077821012,0.0053501946,0.4630350195,0.031614786,0.0009727626,0.001459144,0.001459144,0.0019455253,0.0019455253
Shakan Bay,Prince of Wales-Hyder Census Area,1,0.0428571429,0.00625,0.0040178571,0.0325892857,0.0116071429,0.1299107143,0.025,0.4830357143,0.0415178571,0.0008928571,0.0013392857,0.3424107143,0.0379464286,0,0.0058035714,0.0040178571,0.0026785714,0.0008928571
Shaktoolik,Nome Census Area,1,0.0368251698,0.0128709331,0.0075080443,0.0035752592,0.0035752592,0.0278870218,0.0132284591,0.9138362531,0.0350375402,0,0.004647837,0.040757955,0.0107257776,0,0.004647837,0.0010725778,0.0014301037,0
Shemya Station,Aleutians West Census Area,1,0.0968054211,0.0193610842,0.0145208132,0.013552759,0.0096805421,0.0387221684,0.01839303,0.8741529526,0.0880929332,0,0.0125847047,0.0145208132,0.0096805421,0,0.0125847047,0.0377541142,0.0174249758,0.0019361084
Shishmaref,Nome Census Area,1,0.0368251698,0.0128709331,0.0075080443,0.0035752592,0.0035752592,0.0278870218,0.0132284591,0.9138362531,0.0350375402,0,0.004647837,0.040757955,0.0107257776,0,0.004647837,0.0010725778,0.0014301037,0
Shungnak,Northwest Arctic Borough,1,0.0382932166,0.0185995624,0.010940919,0.0016411379,0.0032822757,0.0251641138,0.0098468271,0.851750547,0.0399343545,0,0.0071115974,0.0596280088,0.0120350109,0.0010940919,0.0016411379,0.0421225383,0.0169584245,0
Shuyak Island,Kodiak Island Borough,1,0.0399911131,0.0344367918,0.0153299267,0.0048878027,0.0046656299,0.0806487447,0.0277716063,0.8049322373,0.0499888914,0,0.0033325928,0.056431904,0.0204399022,0,0.0033325928,0.0171073095,0.0102199511,0.00155521
